title,link,occupation,companie,spec,location
Principal Engineer Technology Management Application,https://wuzzuf.net/jobs/p/g/so8vzfnbrjlj-principal-engineer-technology-management-application-powertech-dubai-united-arab-emirates,Full Time,POWERTECH -,Full TimeExperienced · 5 - 10 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · information technology (it) · computer science · engineering · software development · communication skills · communication · manufacturing,"Dubai, United Arab Emirates "
AI Engineer,https://wuzzuf.net/jobs/p/ow7wqxo6obhm-ai-engineer-ahmed-trading-group-chicago-united-states,Part TimeOn-site,Ahmed Trading Group -,Part TimeOn-siteEntry Level · 1 - 20 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · AI agent · AI Automation · Python · Java · TensorFlow,"Chicago, United States "
Senior MEP Engineer,https://wuzzuf.net/jobs/p/cpnhbqbl775i-senior-mep-engineer-nacita-giza-egypt,Full TimeOn-site,Nacita -,Full TimeOn-siteExperienced · 4 - 6 Yrs of Exp · Engineering - Telecom/Technology · Mechanical Engineering · Engineering · Mechanical · PMP · Management · Project Management · Computer Science · Information Technology (IT) · Project,"6th of October, Giza, Egypt "
ERP Functional Consultant – Finance,https://wuzzuf.net/jobs/p/kcsuidzqldbe-erp-functional-consultant-finance-dynamicslink-cairo-egypt,Full TimeOn-site,Dynamicslink -,Full TimeOn-siteExperienced · 5 - 8 Yrs of Exp · Accounting/Finance · IT/Software Development · Engineering - Telecom/Technology · business · Business Administration · Communication skills · Dynamics 365 · Finance · ERP · Information Technology (IT),"Nasr City, Cairo, Egypt "
Analyst - Commercial & Contract,https://wuzzuf.net/jobs/p/g/pcgtrgpqlirs-analyst-commercial-contract-core42-dubai-united-arab-emirates,Freelance / Project,Core42 -,Freelance / ProjectExperienced · 2 - 5 Yrs of Exp · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · Analysis · Information Technology (IT) · Computer Science · Business Analysis · Finance · Accounting · Microsoft Office,"Dubai, United Arab Emirates "
Technical Support Engineer,https://wuzzuf.net/jobs/p/e7ekzep86iaa-technical-support-engineer-gps-sharqia-egypt,Full TimeOn-site,GPS -,Full TimeOn-siteExperienced · 3 - 5 Yrs of Exp · males_only · IT/Software Development · Information Technology (IT) · IT · Computer Science,"10th of Ramadan City, Sharqia, Egypt "
IT Support Engineer,https://wuzzuf.net/jobs/p/k8n7gqihilqn-it-support-engineer-gps-cairo-egypt,Full TimeOn-site,GPS -,Full TimeOn-siteExperienced · 2 - 3 Yrs of Exp · males_only · IT/Software Development · Information Technology (IT) · IT · Hardware · Software · Active Directory · Computer Science · Engineering · network · DNS,"Heliopolis, Cairo, Egypt "
Technical Lead,https://wuzzuf.net/jobs/p/tzu6ytkkrbla-technical-lead-zeidex-cairo-egypt,Full TimeHybrid,Zeidex -,Full TimeHybridManager · 8 - 14 Yrs of Exp · IT/Software Development · Operations/Management · Engineering - Telecom/Technology · Information Technology (IT) · Software · Software Development · Development · Engineering · Software Engineering · Architecture,"Maadi, Cairo, Egypt "
"Animator - Short Film (Contract, Remote)",https://wuzzuf.net/jobs/p/g/ghipakxlfmku-animator-short-film-contract-remote-twine-dubai-united-arab-emirates,Full Time,Twine -,Full TimeExperienced · Creative/Design/Art · IT/Software Development · Engineering - Telecom/Technology · Animation · Adobe Photoshop · Adobe Illustrator · Design · Graphic Design · Information Technology (IT) · Computer Science,"Dubai, United Arab Emirates "
IT Lead,https://wuzzuf.net/jobs/p/ysdxcefywepk-it-lead-sutherland-alexandria-egypt,Full TimeOn-site,Sutherland -,Full TimeOn-siteManager · 6+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · business · Computer Engineering · Development · Computer Science · Engineering · Management · MCSE · Networking,"Alexandria, Egypt "
Dispo Manager - U.S. Real Estate (Remote),https://wuzzuf.net/jobs/p/eyikm8dhzgys-dispo-manager-us-real-estate-remote-casa-one-residential-alexandria-egypt,Full TimeRemote,CASA One Residential -,Full TimeRemoteExperienced · 1+ Yrs of Exp · Business Development · Operations/Management · Sales/Retail · Real Estate Dispositions · Sales Negotiation · Relationship Building · Market Analysis · Contract Management · CRM Proficiency · Remote Work,"Alexandria, Egypt "
Business Analyst,https://wuzzuf.net/jobs/p/fymqcaacn2qr-business-analyst-erada-cairo-egypt,Full TimeOn-site,Erada -,Full TimeOn-siteExperienced · 2 - 4 Yrs of Exp · Analyst/Research · Engineering - Telecom/Technology · Analysis · Business Analysis · business · SME · Reporting · Financial · Financial Services · Computer Science,"Maadi, Cairo, Egypt "
Senior Backend (Node.js),https://wuzzuf.net/jobs/p/t0qefk4ma6qd-senior-backend-nodejs-erada-cairo-egypt,Full TimeHybrid,Erada -,Full TimeHybridExperienced · 5+ Yrs of Exp · IT/Software Development · Computer Science · Software Development · Node.js · backend · Docker · Microservice Architecture · Angular · AWS · Engineering,"Maadi, Cairo, Egypt "
Senior Analyst - Net Zero & Energy Transition - BCG Vantage,https://wuzzuf.net/jobs/p/g/jfusvabpm66i-senior-analyst-net-zero-energy-transition-bcg-vantage-boston-consulting-group-bcg-riyadh-saudi-arabia,Full Time,Boston Consulting Group (BCG) -,Full TimeExperienced · 2 - 5 Yrs of Exp · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · Information Technology (IT) · Computer Science · Analysis · Business Analysis · Finance · Accounting · Financial Analysis,"Riyadh, Saudi Arabia "
Enterprise Architect,https://wuzzuf.net/jobs/p/g/nyltspkcamuy-enterprise-architect-veeam-software-riyadh-saudi-arabia,Full Time,Veeam Software -,Full TimeExperienced · 5 - 10 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Engineering - Mechanical/Electrical · information technology (it) · computer science · software development · computer engineering · aws · python · cloud,"Riyadh, Saudi Arabia "
Security Supervisor,https://wuzzuf.net/jobs/p/g/bxquacv9busq-security-supervisor-bureau-veritas-group-riyadh-saudi-arabia,Full Time,Bureau Veritas Group -,Full TimeExperienced · 5 - 10 Yrs of Exp · IT/Software Development · Legal · Engineering - Telecom/Technology · Security · Information Technology (IT) · Computer Science · Engineering · CISSP · CISM · Computer Engineering,"Riyadh, Saudi Arabia "
Senior AI Engineer,https://wuzzuf.net/jobs/p/sbfgqgst16xi-senior-ai-engineer-wuzzuf-cairo-egypt,Full TimeHybrid,WUZZUF -,Full TimeHybridExperienced · 6 - 12 Yrs of Exp · IT/Software Development · Artificial Intelligence (AI) · Large Language Models · Machine Learning · Cloud deployment,"Maadi, Cairo, Egypt "
Senior Full Stack Developer,https://wuzzuf.net/jobs/p/nw8zdbhgmehp-senior-full-stack-developer-orobasoft-cairo-egypt,Full TimeRemote,OrobaSoft -,Full TimeRemoteExperienced · 4 - 5 Yrs of Exp · males_only · IT/Software Development · Engineering - Telecom/Technology · Full Stack · Software Development · Microservice Architecture · ASP.NET Core · JavaScript · Front-End Development · HTML · CSS,"Cairo, Egypt "
Medical Sales Representative - ( Haram - Shubra - Maadi - Nasser City - Masr El Gdeda ),https://wuzzuf.net/jobs/p/plgvkmg0kpho-medical-sales-representative-haram-shubra-maadi-nasser-city-masr-el-gdeda-alfa-laboratories-cairo-egypt,Full TimeOn-site,Alfa Laboratories -,Full TimeOn-siteEntry Level · 0 - 3 Yrs of Exp · Medical/Healthcare · Sales/Retail · Pharmaceutical · Sales · Medical Sales · Communication · Medical · Sales Target · Science · Vet,"Nasr City, Cairo, Egypt "
Microsoft SQL Server Database Administrator,https://wuzzuf.net/jobs/p/n7wmjfimeex3-microsoft-sql-server-database-administrator-the-micro-small-medium-enterprise-development-agency-giza-egypt,Full TimeOn-site,"The Micro, Small & Medium Enterprise Development Agency  -",Full TimeOn-siteExperienced · 2 - 3 Yrs of Exp · IT/Software Development · Microsoft SQL Server · Configuration · Computer Science · Engineering · Database · Information Technology (IT) · Installing · Software Development · Security,"Dokki, Giza, Egypt "
Backend Developer (Java),https://wuzzuf.net/jobs/p/pnp8bp76irlt-backend-developer-java-square-solutions-cairo-egypt,Full TimeOn-site,Square Solutions -,Full TimeOn-siteExperienced · 3 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · backend · Java · Software Development · Computer Science · Docker · Engineering · Information Technology (IT) · MySQL,"Cairo, Egypt "
Senior IT Specialist,https://wuzzuf.net/jobs/p/eqcl8cgkejuq-senior-it-specialist-outservingplus-cairo-egypt,Full TimeOn-site,Outservingplus -,Full TimeOn-siteExperienced · 3 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Information Technology (IT) · IT · Networking · Software Development · Linux · computer · AWS,"Cairo, Egypt "
Senior Android Developer,https://wuzzuf.net/jobs/p/pwmttfgtuarp-senior-android-developer-khales-giza-egypt,Full TimeOn-site,Khales -,Full TimeOn-siteExperienced · 3 - 4 Yrs of Exp · Business Development · IT/Software Development · Engineering - Telecom/Technology · Android Development · Kotlin · Java · Mobile Application Design · RESTful API Integration · UI/UX Collaboration · Git,"Smart Village, Giza, Egypt "
Android Developer Senior,https://wuzzuf.net/jobs/p/ffcpr8ppkqnh-android-developer-senior-khales-giza-egypt,Full TimeOn-site,Khales -,Full TimeOn-siteExperienced · 2 - 3 Yrs of Exp · Business Development · IT/Software Development · Engineering - Telecom/Technology · Android SDK · Java · Kotlin · RESTful APIs · Git · UI/UX Design · Agile Methodologies,"Giza, Egypt "
Backend Developer,https://wuzzuf.net/jobs/p/u3nbs0qd9gof-backend-developer-cairo-egypt,Full TimeRemote,Confidential -,Full TimeRemoteExperienced · 4 - 6 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · APIs · Computer Science · back-end · Git · Information Technology (IT) · Laravel · Software Development · Software Engineering,"Cairo, Egypt "
Product Owner (Application-Specific Focus),https://wuzzuf.net/jobs/p/aza58wkquue5-product-owner-application-specific-focus-advanced-solutions-cairo-egypt,Full TimeOn-site,Advanced Solutions -,Full TimeOn-siteExperienced · 3 - 10 Yrs of Exp · IT/Software Development · Operations/Management · Project/Program Management · Product Management · business · PMP · Product Owner (Application-Specific Focus) · Product Owner · Business Analysis · Management,"Nasr City, Cairo, Egypt "
Spanish Shared Services Associate,https://wuzzuf.net/jobs/p/jy0ipcfbvljy-spanish-shared-services-associate-konecta-cairo-egypt,Full TimeOn-site,Konecta -,Full TimeOn-siteExperienced · 3+ Yrs of Exp · Administration · Spanish Language Proficiency · Communication · Microsoft Office,"New Cairo, Cairo, Egypt "
Senior Software Technical Support Engineer,https://wuzzuf.net/jobs/p/cbqjfrmn8rdt-senior-software-technical-support-engineer-get-group-egypt-cairo-egypt,Full TimeHybrid,GET Group- Egypt -,Full TimeHybridExperienced · 4 - 7 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Engineering · Computer Science · Linux · Microsoft SQL Server · Software · Software Development · Information Technology (IT),"Sheraton, Cairo, Egypt "
SAP ABAP Developer,https://wuzzuf.net/jobs/p/7npqxrdqbcxd-sap-abap-developer-pharco-corporation-alexandria-egypt,Full TimeOn-site,Pharco Corporation -,Full TimeOn-siteEntry Level · 2 - 4 Yrs of Exp · IT/Software Development · ABAP · Computer Science · Information Technology (IT) · IT · SAP · SAP Modules · Programming,"Ameria, Alexandria, Egypt "
Junior GIS Technician,https://wuzzuf.net/jobs/p/82hjundy4plu-junior-gis-technician-citylogix-me-cairo-egypt,Full TimeOn-site,Citylogix ME   -,Full TimeOn-siteEntry Level · 1 - 2 Yrs of Exp · IT/Software Development · Arc GIS · GIS · QGIS,"Katameya, Cairo, Egypt "
Quality Control Engineer (Chemist),https://wuzzuf.net/jobs/p/cpo18ihrtiae-quality-control-engineer-chemist-good-seal-packaging-sharqia-egypt,Full TimeShift BasedOn-site,Good Seal Packaging   -,Full TimeShift BasedOn-siteEntry Level · 1 - 3 Yrs of Exp · Manufacturing/Production · Quality · Chemical · engineer · Control · Engineering · Manufacturing · quality · Quality Assurance · Quality Control,"10th of Ramadan City, Sharqia, Egypt "
IT Associate Director,https://wuzzuf.net/jobs/p/qmtiuaehxtqv-it-associate-director-zewail-city-giza-egypt,Full TimeOn-site,Zewail City -,Full TimeOn-siteManager · 10 - 18 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · ERP System · SAP · Information Technology (IT) · Networking · Cybersecurity · Software Engineering · Software Development,"6th of October, Giza, Egypt "
Product Manager - Mesotherapy Specialty,https://wuzzuf.net/jobs/p/exzpn1e2ss7d-product-manager-mesotherapy-specialty-doctor-health-advertising-and-medical-supplies-company-giza-egypt,Full TimeOn-site,Doctor Health Advertising and Medical Supplies Company -,Full TimeOn-siteExperienced · 3 - 5 Yrs of Exp · females_preferred · R&D/Science · Marketing/PR/Advertising · Medical/Healthcare · Product Lifecycle Management · Market Research & Analysis · Project Management · Strategic Planning · Product Launch & Go-to-Market · Customer Relationship Management,"Haram, Giza, Egypt "
Mechanical Tender Engineer,https://wuzzuf.net/jobs/p/arloxqjkjpoz-mechanical-tender-engineer-total-air-cairo-egypt,Full TimeOn-site,Total Air -,Full TimeOn-siteExperienced · 7 - 10 Yrs of Exp · Engineering - Mechanical/Electrical · Engineering · Management · Mechanical Engineering · Mechanical · technical · 3D · AutoCAD · Design · Electrical Engineering,"Cairo, Egypt "
Cybersecurity & Infrastructure Section Head,https://wuzzuf.net/jobs/p/sjsk6zogsp62-cybersecurity-infrastructure-section-head-alex-apparels-for-garment-manufacturing-alexandria-egypt,Full TimeOn-site,Alex Apparels for Garment Manufacturing  -,Full TimeOn-siteSenior Management · 10+ Yrs of Exp · IT/Software Development · Infrastructure · Engineering · Information Technology (IT) · Computer Science · IT Infrastructure · Vmware,"Ameria, Alexandria, Egypt "
Cyber Security Engineer,https://wuzzuf.net/jobs/p/fvchzn23h4ua-cyber-security-engineer-rahala-giza-egypt,Full TimeOn-site,Rahala -,Full TimeOn-siteExperienced · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Network Security · AWS · Engineering · Network · Security · SIEM · ISO,"Mohandessin, Giza, Egypt "
Senior Admission Officer,https://wuzzuf.net/jobs/p/ca6bhetjk8vt-senior-admission-officer-zewail-city-giza-egypt,Full TimeOn-site,Zewail City -,Full TimeOn-siteExperienced · 5 - 8 Yrs of Exp · Administration · Administration · communication skills · Admission,"6th of October, Giza, Egypt "
BIM Engineer,https://wuzzuf.net/jobs/p/bpglu88oj3wl-bim-engineer-projects-giza-egypt,Full TimeOn-site,projects -,Full TimeOn-siteEntry Level · 0 - 3 Yrs of Exp · Engineering - Construction/Civil/Architecture · Creative/Design/Art · Strategy/Consulting · BIM Modeling · Navisworks · Clash Detection · Construction Documentation · Autodesk Revit · 3D Visualization · Primavera,"Sheikh Zayed, Giza, Egypt "
IT Support Specialist,https://wuzzuf.net/jobs/p/yoxbqpywvvdi-it-support-specialist-leeds-fit-out-giza-egypt,Full TimeOn-site,LEEDS FIT-OUT -,Full TimeOn-siteEntry Level · 0 - 2 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Communication · Network · Computer Science · Hardware · Help desk · IT,"Sheikh Zayed, Giza, Egypt "
R& D Section Head - Food Manufacturing Company (Meat and Poultry Processing),https://wuzzuf.net/jobs/p/uqljnn849etc-r-d-section-head-food-manufacturing-company-meat-and-poultry-processing-food-lover-for-trade-and-food-industries-cairo-egypt,Full TimeOn-site,Food Lover for Trade and Food Industries. -,Full TimeOn-siteManager · 5 - 10 Yrs of Exp · R&D/Science · Operations/Management · Manufacturing/Production · R&D · quality · Manufacturing · Research and Development (R&D) · Production Process · Product Development,"Obour City, Cairo, Egypt "
Lab Section Head,https://wuzzuf.net/jobs/p/vnijgcku9lha-lab-section-head-marbella-for-food-industry-giza-egypt,Full TimeOn-site,Marbella For Food Industry  -,Full TimeOn-siteSenior Management · 3 - 5 Yrs of Exp · Manufacturing/Production · Quality · Food Safety · Quality Control · Laboratory Management · Team Leadership · Process Improvement · Communication,"6th of October, Giza, Egypt "
Database Administrator,https://wuzzuf.net/jobs/p/yrqyfpzbeolt-database-administrator-cairo-egypt,Full TimeHybrid,Confidential -,Full TimeHybridExperienced · 3 - 8 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Administrator · Communication · Computer Science · Database · Azure · Database Administrator · Information Technology (IT),"Cairo, Egypt "
ERP System Admin Manager,https://wuzzuf.net/jobs/p/1jcujzayarmu-erp-system-admin-manager-samman-engineering-consulting-giza-egypt,Full TimeOn-site,Samman  Engineering & Consulting -,Full TimeOn-siteManager · 8 - 14 Yrs of Exp · IT/Software Development · Operations/Management · ERP system administration · System integration · Troubleshooting and problem-solving,"Dokki, Giza, Egypt "
Senior Oracle ERP Developer,https://wuzzuf.net/jobs/p/dolhziwdmf8d-senior-oracle-erp-developer-electrolux-cairo-egypt,Full TimeOn-site,Electrolux -,Full TimeOn-siteExperienced · 3 - 7 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Oracle ERP Development · PL/SQL Programming · Oracle Forms and Reports · System Integration · Technical Documentation · Problem Solving · Project Management,"Nasr City, Cairo, Egypt "
IT Manager,https://wuzzuf.net/jobs/p/3s0lrnagi5tz-it-manager-cairo-egypt,Full TimeOn-site,Confidential -,Full TimeOn-siteManager · 11 - 15 Yrs of Exp · IT/Software Development · Information Technology (IT) · Computer Engineering · Computer Science · IT · Administration · Communication · computer · Management · Operations,"New Cairo, Cairo, Egypt "
IT Help Desk Specialist,https://wuzzuf.net/jobs/p/5mlet8cbxd36-it-help-desk-specialist-swiss-garment-company-sharqia-egypt,Full TimeOn-site,Swiss Garment Company -,Full TimeOn-siteExperienced · 1 - 3 Yrs of Exp · males_only · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Help desk · Computer Systems · Computer Science · Installation · Internet · Management,"10th of Ramadan City, Sharqia, Egypt "
Production Supervisor,https://wuzzuf.net/jobs/p/rilr4c0dnadk-production-supervisor-eva-cosmetics-giza-egypt,Full TimeOn-site,EVA Cosmetics   -,Full TimeOn-siteExperienced · 2 - 8 Yrs of Exp · Operations/Management · Manufacturing/Production · Pharmaceutical · Leadership · Production,"6th of October, Giza, Egypt "
Specialist - Technical Support,https://wuzzuf.net/jobs/p/8iupqcvbvizg-specialist-technical-support-allianz-cairo-egypt,Full TimeOn-site,Allianz -,Full TimeOn-siteEntry Level · 1 - 3 Yrs of Exp · IT/Software Development · computer · Computer Science · IT · Insurance · Technical Support · Marketing · Microsoft Office · technical · business,"New Cairo, Cairo, Egypt "
Senior Full Stack Developer (.NET Core & Angular),https://wuzzuf.net/jobs/p/siuutzrntz5o-senior-full-stack-developer-net-core-angular-giza-egypt,Full TimeHybrid,Confidential -,Full TimeHybridExperienced · 4 - 7 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Software · Computer Science · Information Technology (IT) · Agile · Angular · .Net Framework · Full Stack Development · API,"6th of October, Giza, Egypt "
Mechanical Design Engineer,https://wuzzuf.net/jobs/p/pqpzfmnwobfy-mechanical-design-engineer-giza-egypt,Full TimeOn-site,Confidential -,Full TimeOn-siteExperienced · 4 - 7 Yrs of Exp · Engineering - Mechanical/Electrical · design engineer · Design · Mechanical · Mechanical Design · Mechanical Engineering · 2D · 3D · AutoCAD · Engineering,"Dokki, Giza, Egypt "
Mechanical Site Engineer,https://wuzzuf.net/jobs/p/ot4teujg4jet-mechanical-site-engineer-total-air-cairo-egypt,Full TimeOn-site,Total Air -,Full TimeOn-siteExperienced · 4 - 8 Yrs of Exp · males_only · Engineering - Mechanical/Electrical · Mechanical · Engineering · Mechanical Engineering · Site Engineering · Site Works · 3D · AutoCAD · Design · Electrical Engineering,"Cairo, Egypt "
Quality Control Testing Specialist- October,https://wuzzuf.net/jobs/p/mnwqgppjfb31-quality-control-testing-specialist-october-grifols-egypt-for-plasma-derivatives-giza-egypt,Full TimeOn-site,Grifols Egypt for Plasma Derivatives -,Full TimeOn-siteExperienced · 2 - 20 Yrs of Exp · Medical/Healthcare · communication skills · Customer Orientation,"6th of October, Giza, Egypt "
IT Manager,https://wuzzuf.net/jobs/p/aaxmdgakmtg9-it-manager-memaar-alashraaf-cairo-egypt,Full TimeOn-site,Memaar Alashraaf -,Full TimeOn-siteManager · 7 - 10 Yrs of Exp · IT/Software Development · Project/Program Management · Engineering - Telecom/Technology · Communication · Communication skills · Computer Science · CRM · ERP · Information Technology (IT) · IT,"New Cairo, Cairo, Egypt "
Quality Assurance / Process Improvement Engineer,https://wuzzuf.net/jobs/p/8owwfal9bkax-quality-assurance-process-improvement-engineer-fixed-solutions-cairo-egypt,Full TimeHybrid,Fixed Solutions -,Full TimeHybridExperienced · 3 - 5 Yrs of Exp · IT/Software Development · Quality · Engineering - Telecom/Technology · Quality Assurance · Process Engineering · CMMI · MS Office,"Cairo, Egypt "
Senior Backend Developer,https://wuzzuf.net/jobs/p/32rm10guoo7c-senior-backend-developer-kandil-steel-cairo-egypt,Full TimeOn-site,Kandil Steel -,Full TimeOn-siteExperienced · 3 - 5 Yrs of Exp · IT/Software Development · Software Development · Backend developer,"10th of Ramadan City, Cairo, Egypt "
Product Designer,https://wuzzuf.net/jobs/p/kzud59ntehol-product-designer-silohub-cairo-egypt,Full TimeHybrid,SILOHUB -,Full TimeHybridExperienced · 2 - 5 Yrs of Exp · Creative/Design/Art · IT/Software Development · UX Design · Figma · User Research · User Experience (UX) · Product Design,"Maadi, Cairo, Egypt "
Junior Front-End Developer (Angular + WordPress),https://wuzzuf.net/jobs/p/vah0432gs4ar-junior-front-end-developer-angular-wordpress-exab-cairo-egypt,Full TimeOn-site,Exab -,Full TimeOn-siteExperienced · 2 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · front-end web development · WordPress Development · HTML5 · CSS3 · Github · Angular · JavaScript,"Cairo, Egypt "
Operations Technical Specialist - Al Haram,https://wuzzuf.net/jobs/p/bksvwl6lnfvc-operations-technical-specialist-al-haram-grifols-egypt-for-plasma-derivatives-giza-egypt,Full TimeOn-site,Grifols Egypt for Plasma Derivatives -,Full TimeOn-siteExperienced · 2 - 20 Yrs of Exp · Operations/Management · Medical/Healthcare · Communication · soft skills,"Haram, Giza, Egypt "
IT Service Desk Specialist,https://wuzzuf.net/jobs/p/owgphkucxrfx-it-service-desk-specialist-elsewedy-industries-suez-egypt,Full TimeOn-site,Elsewedy industries -,Full TimeOn-siteEntry Level · 1 - 4 Yrs of Exp · IT/Software Development · CCNA · MCSA,"Ain Sokhna, Suez, Egypt "
Technical Office Engineer (Lifting Plan ),https://wuzzuf.net/jobs/p/5nugbj6mygkr-technical-office-engineer-lifting-plan-ship-c-r-e-w-alexandria-egypt,Full TimeOn-site,Ship & C.R.E.W  -,Full TimeOn-siteEntry Level · 0 - 3 Yrs of Exp · Engineering - Construction/Civil/Architecture · Engineering - Mechanical/Electrical · Engineering · technical office engineer · Technical Office · Office engineer · engineer · AutoCAD Software · SolidWorks · Microsoft Office,"Alexandria, Egypt "
IOS Mobile Developer,https://wuzzuf.net/jobs/p/fc8wqhxjpx87-ios-mobile-developer-billqode-cairo-egypt,Full TimeOn-site,Billqode -,Full TimeOn-siteExperienced · 5 - 7 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · APIs · App Store · Computer Science · Development · Information Technology (IT) · iOS · Kotlin · Programming,"Sheraton, Cairo, Egypt "
Front End Developer,https://wuzzuf.net/jobs/p/8jbrdsdypbrc-front-end-developer-nugget-tours-cairo-egypt,Full TimeOn-site,Nugget Tours -,Full TimeOn-siteExperienced · 2 - 8 Yrs of Exp · males_only · Creative/Design/Art · IT/Software Development · Engineering - Telecom/Technology · React · UI Design · UX Design · UI/UX · Front-End Development · front-end web development · CSS3,"Downtown, Cairo, Egypt "
Marketing Manager (Pharmaceutical),https://wuzzuf.net/jobs/p/yrhefmlufzs3-marketing-manager-pharmaceutical-upper-egypt-cairo-egypt,Full TimeOn-site,Upper Egypt -,Full TimeOn-siteManager · 5+ Yrs of Exp · Marketing/PR/Advertising · Media/Journalism/Publishing · Pharmaceutical Product Management · Market Research · Digital Marketing · Strategic Marketing · Team Leadership · Budget Management,"New Cairo, Cairo, Egypt "
Chemist,https://wuzzuf.net/jobs/p/xby9kedr0nxl-chemist-odassia-meknes-morocco,Full TimeOn-site,O’dassia -,Full TimeOn-siteExperienced · 3 - 10 Yrs of Exp · R&D/Science · Engineering - Construction/Civil/Architecture · Development · Chemical · Chemist · Chemistry · coating · Paints · Health · Laboratory,"Meknes, Morocco "
Senior Backend Developer PHP / Laravel,https://wuzzuf.net/jobs/p/snb5xqkwnoq4-senior-backend-developer-php-laravel-sulfah-cairo-egypt,Full TimeOn-site,Sulfah -,Full TimeOn-siteExperienced · 5 - 8 Yrs of Exp · IT/Software Development · Computer Engineering · Computer Science · PHP · Software · Information Technology (IT),"Maadi, Cairo, Egypt "
Cyber Security Specialist,https://wuzzuf.net/jobs/p/b2kl2up6mqxu-cyber-security-specialist-cairo-egypt,Full TimeOn-site,Confidential -,Full TimeOn-siteExperienced · 3 - 8 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Analyst · CISA · CISM · CompTIA · Computer Engineering · Computer Science · Information Technology (IT) · ISO,"Cairo, Egypt "
IT Specialist FROM TANTA,https://wuzzuf.net/jobs/p/ibnkvibnrjwc-it-specialist-from-tanta-badran-group-gharbia-egypt,Full TimeOn-site,Badran Group -,Full TimeOn-siteExperienced · 2 - 4 Yrs of Exp · males_only · IT/Software Development · Technical Support · Networking,"Tanta, Gharbia, Egypt "
Odoo Developer,https://wuzzuf.net/jobs/p/c6bk8siscdmo-odoo-developer-smart-technology-solutions-damietta-egypt,Full TimeOn-site,Smart Technology Solutions -,Full TimeOn-siteExperienced · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Odoo ERP · Python · Communication · Troubleshooting · Odoo · Programming · Information Technology (IT) · Computer Science,"Damietta, Damietta, Egypt "
System Engineer,https://wuzzuf.net/jobs/p/8asomywbuimc-system-engineer-talaat-moustafa-group-giza-egypt,Full TimeOn-site,Talaat Moustafa Group -,Full TimeOn-siteExperienced · 2 - 4 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Azure · CEH · Computer Science · Information Technology (IT) · MCSE,"Giza, Egypt "
First Line Manager,https://wuzzuf.net/jobs/p/jwtxs8uorixk-first-line-manager-sfn-pharma-alexandria-egypt,Full TimeOn-site,SFN Pharma -,Full TimeOn-siteManager · 3 - 5 Yrs of Exp · Medical/Healthcare · Pharmaceutical · Team Leadership · Medical Sales · Nutrition · Pharmaceutical · Team Coaching · Sales Planning · Management,"Alexandria, Egypt "
Mechanical Design Engineer (Electrical Panels),https://wuzzuf.net/jobs/p/ggzzvhl1e4oi-mechanical-design-engineer-electrical-panels-elsewedy-industries-cairo-egypt,Full TimeOn-site,Elsewedy industries -,Full TimeOn-siteExperienced · 2 - 5 Yrs of Exp · Creative/Design/Art · Manufacturing/Production · Engineering - Mechanical/Electrical · Mechanical · Mechanical Design,"10th of Ramadan City, Cairo, Egypt "
Laboratory Chemist,https://wuzzuf.net/jobs/p/1woflznbwutn-laboratory-chemist-monairy-corn-sharqia-egypt,Full TimeOn-site,Monairy Corn -,Full TimeOn-siteEntry Level · 1 - 2 Yrs of Exp · males_only · R&D/Science · Quality · Engineering - Other · Laboratory Techniques · Analytical Chemistry · Problem Solving · Communication · Time Management · Attention to Detail · Team Collaboration,"10th of Ramadan City, Sharqia, Egypt "
